Price,Close,High,Low,Open,Volume
Ticker,XLF,XLF,XLF,XLF,XLF
Date,,,,,
2006-01-03,17.493825912475586,17.52642278748802,17.15155617362995,17.205884298650673,17719999
2006-01-04,17.477529525756836,17.55902299845778,17.412335768082226,17.493827965175488,19258380
2006-01-05,17.537288665771484,17.54815429014222,17.47209364393959,17.4883920804957,6362054
2006-01-06,17.640514373779297,17.656814088046325,17.49925996312354,17.55358936759583,9402870
2006-01-09,17.689416885375977,17.716580958899147,17.61878901860768,17.645954367738906,8239329
2006-01-10,17.70571517944336,17.738312067394922,17.580759166687656,17.73287925273633,8345072
2006-01-11,17.803508758544922,17.80894157370386,17.591626416130076,17.591626416130076,9195078
2006-01-12,17.678552627563477,17.760046130063742,17.651387276324616,17.732880778824885,7183747
2006-01-13,17.667680740356445,17.89586144606118,17.618784145929602,17.89586144606118,7528550
2006-01-17,17.48296546936035,17.564458956653354,17.450368584686316,17.564458956653354,7335529
2006-01-18,17.43407440185547,17.575328878895604,17.368879340970977,17.38517906289827,10850896
2006-01-19,17.379741668701172,17.50469767567342,17.352577596665462,17.50469767567342,7725879
2006-01-20,17.015735626220703,17.37430510011163,17.004870000551975,17.37430510011163,26976750
2006-01-23,17.0592041015625,17.173294486636422,16.92881527227917,16.950546531225047,13649574
2006-01-24,17.13526725769043,17.22219358163354,17.108103180085784,17.11353471999847,16959733
2006-01-25,17.16785430908203,17.21674962074041,17.102659284596676,17.16785430908203,8817284
2006-01-26,17.461233139038086,17.520995366206332,17.276516194970807,17.325411518974775,14626496
2006-01-27,17.477529525756836,17.635083658019177,17.379737613637236,17.43949983377998,12404418
2006-01-30,17.423200607299805,17.477528736241137,17.423200607299805,17.461230297558735,7284073
2006-01-31,17.358009338378906,17.472098425494192,17.336276808082467,17.434068729789097,16142719
2006-02-01,17.34714126586914,17.42863345946476,17.265646521058258,17.330841551542385,13474526
2006-02-02,17.227624893188477,17.358015015178903,17.2004608159439,17.33628247777501,17747327
2006-02-03,17.156984329223633,17.287373069489583,17.048326833067478,17.276507447434685,15270063
2006-02-06,17.20589256286621,17.21675819308926,17.140697505919764,17.140697505919764,9126634
2006-02-07,17.091793060302734,17.243914353563856,17.0863602480868,17.178719331365166,9067177
2006-02-08,17.200454711914062,17.222187241605596,17.07006591180373,17.07006591180373,11276452
2006-02-09,17.243925094604492,17.368879853403865,17.200461294196444,17.205894109796418,7923701
2006-02-10,17.341699600219727,17.35256522128494,17.140683059299068,17.22217776850234,6550151
2006-02-13,17.276519775390625,17.32541510952776,17.200459091124756,17.303683849911256,18027749
2006-02-14,17.48296546936035,17.553593328428676,17.287382885708222,17.30368132804524,18669346
2006-02-15,17.586181640625,17.60248007501726,17.439494455487374,17.50468819305641,16644351
2006-02-16,17.689416885375977,17.689416885375977,17.55359524215207,17.58075931567524,9676768
2006-02-17,17.618778228759766,17.722002920540433,17.559017303606748,17.683973240897604,9473161
2006-02-21,17.5644588470459,17.667683590144104,17.542727590732152,17.586190103359645,14553744
2006-02-22,17.895858764648438,17.91759001420086,17.607915881256314,17.76003717933829,22394968
2006-02-23,17.83066177368164,17.950184908644204,17.749168321241186,17.90128832693698,9125895
2006-02-24,17.868698120117188,17.923027533874773,17.787205912892574,17.836101237227343,9338858
2006-02-27,17.901294708251953,17.950191307389456,17.874130639624354,17.874130639624354,11734508
2006-02-28,17.727439880371094,17.863261472201074,17.678544566531027,17.846963034254387,15690203
2006-03-01,17.819799423217773,17.819799423217773,17.73287314302196,17.78176973371043,6728277
2006-03-02,17.711145401000977,17.74374228418001,17.635086006916573,17.74374228418001,17965706
2006-03-03,17.667680740356445,17.770905466804557,17.613351332727476,17.66224792715432,13546047
2006-03-06,17.613357543945312,17.716582306794862,17.55902939276563,17.667686970733147,17043687
2006-03-07,17.673110961914062,17.683976586724945,17.542722188575965,17.553587813386844,26680694
2006-03-08,17.68398094177246,17.72201063797615,17.569890577553565,17.689413755515844,10367236
2006-03-09,17.5753173828125,17.738303015001858,17.564451759040367,17.6839748961412,7940196
2006-03-10,17.73287010192871,17.765466973059098,17.575317282524445,17.62964540107509,9605493
2006-03-13,17.738309860229492,17.82523615955886,17.68941453438616,17.781773647698117,12916268
2006-03-14,17.944747924804688,17.944747924804688,17.743731384136858,17.749164194662633,17439577
2006-03-15,17.96648597717285,17.999082852683472,17.846962824693016,17.912157851321815,23877830
2006-03-16,18.02625274658203,18.102313422984473,18.009954303554643,18.020821207847536,14009888
2006-03-17,18.0792293548584,18.0792293548584,18.013685957906024,18.04099570663618,8742685
2006-03-20,18.090166091918945,18.117477142479082,17.991850926721668,18.05739437018652,9054374
2006-03-21,17.909908294677734,18.084691975483466,17.88806049488313,18.073768075586166,10612574
2006-03-22,18.051921844482422,18.068307695752285,17.877138148488193,17.882600098911478,8927212
2006-03-23,17.964527130126953,18.00822401054987,17.909907632659394,17.997298828607487,10013077
2006-03-24,17.959070205688477,18.01915295216402,17.877140936561684,17.92629849803776,12086450
2006-03-27,17.94814682006836,17.980918528662944,17.89352730574405,17.94814682006836,8242530
2006-03-28,17.800674438476562,18.002769224421343,17.767902726955587,17.948148422770334,13887403
2006-03-29,17.882596969604492,17.92083061587693,17.762432798870876,17.898982818006964,6550767
2006-03-30,17.773359298706055,17.931757138891577,17.740587597105392,17.81705490084027,10008276
2006-03-31,17.778825759887695,17.86075503467677,17.75151600162467,17.7842877115403,9100291
2006-04-03,17.806135177612305,17.94814720031341,17.762439565227133,17.778825419871573,17761607
2006-04-04,17.997304916381836,18.02461595680273,17.76243971537688,17.80613532813142,5489768
2006-04-05,18.030073165893555,18.079230717312356,17.96452848155285,18.008225365262977,10001506
2006-04-06,17.964527130126953,18.16115988590791,17.893521783419125,18.16115988590791,14073654
2006-04-07,17.795204162597656,18.05191834766237,17.767894415771366,18.035532499566592,15008229
2006-04-10,17.82798194885254,17.920836402229927,17.78428633900399,17.838905851314678,8589795
2006-04-11,17.675048828125,17.904453381020108,17.64227711555411,17.904453381020108,11979107
2006-04-12,17.713274002075195,17.76789477929408,17.669578406259138,17.680502305213153,8625986
2006-04-13,17.740585327148438,17.76243312542006,17.65865480118103,17.69142649858846,6869965
2006-04-17,17.724205017089844,17.811597526257838,17.675047452060593,17.77336386456842,7458260
2006-04-18,18.051921844482422,18.068307695752285,17.756973956726835,17.79520760968985,16304226
2006-04-19,18.07376480102539,18.11746167514662,18.00275946455751,18.090150647902593,11333325
2006-04-20,18.112003326416016,18.193933865337748,18.035536020374828,18.079231623826935,5373561
2006-04-21,18.090166091918945,18.221254261298427,17.871685382136544,18.221254261298427,6024760
2006-04-24,18.095619201660156,18.264942246090584,17.882601832057695,18.264942246090584,6810631
2006-04-25,17.986377716064453,18.095618010374995,17.93175821013372,18.095618010374995,8725328
2006-04-26,18.090166091918945,18.095628045541016,17.920844247184966,17.920844247184966,6675959
2006-04-27,18.37418556213379,18.406958557963137,18.013694150056065,18.041003911205976,21775528
2006-04-28,18.54896354675293,18.619970186107317,18.29771253986962,18.29771253986962,16492446
2006-05-01,18.259479522705078,18.587200436365247,18.2157839138634,18.565352631944407,16759696
2006-05-02,18.37418556213379,18.385109466593754,18.292256278684057,18.35233775321386,4896426
2006-05-03,18.357789993286133,18.406948819798032,18.286783369412845,18.379639073096296,5726120
2006-05-04,18.396024703979492,18.467030044565888,18.363251725875468,18.363251725875468,10429278
2006-05-05,18.658201217651367,18.68004901520397,18.46703042416851,18.46703042416851,14808930
2006-05-08,18.581735610961914,18.690975898617573,18.559887809920582,18.68551394835724,10281189
2006-05-09,18.6145076751709,18.63635547663787,18.55442622113673,18.55442622113673,12726324
2006-05-10,18.625438690185547,18.658211687353184,18.494350548863512,18.598128927920435,10461900
2006-05-11,18.319562911987305,18.614510846946406,18.25948016526646,18.614510846946406,10598048
2006-05-12,18.13385009765625,18.31955896667256,18.024611095233666,18.024611095233666,10406628
2006-05-15,18.259479522705078,18.2758666584699,18.1010816582048,18.1010816582048,6753635
2006-05-16,18.237628936767578,18.32502142357144,18.161161632957068,18.275863871121828,9561546
2006-05-17,17.871671676635742,18.144772995651575,17.817052182301854,18.117463248484633,13422578
2006-05-18,17.713274002075195,17.953602343961137,17.70781205259819,17.88805895023705,8360460
2006-05-19,17.806135177612305,17.8880657332838,17.696894864200083,17.8170590807086,12222599
2006-05-22,17.762434005737305,17.84436325331635,17.614960077646135,17.76789595557591,12672653
2006-05-23,17.675048828125,17.89352947682981,17.664124923934704,17.827984769238597,9384775
2006-05-24,17.685972213745117,17.806136438764486,17.533036277115755,17.642276598265124,13323113
2006-05-25,17.84436798095703,17.85529316597762,17.72420377022288,17.778824565528893,6981001
2006-05-26,17.991836547851562,17.99729721465975,17.866210432493105,17.937215772833373,4869713
2006-05-30,17.724205017089844,18.013692302943415,17.71874306541993,18.013692302943415,9413457
2006-05-31,17.84981918334961,17.87166697533591,17.68049751300732,17.78427580739071,6483062
2006-06-01,18.057392120361328,18.084701885069077,17.8389114378001,17.8389114378001,4518016
2006-06-02,18.16115951538086,18.199393162828102,17.969988713246956,17.969988713246956,12643847
2006-06-05,17.866214752197266,18.128390944817184,17.849827618015585,18.073770156592744,8061819
2006-06-06,17.822519302368164,17.959069360267303,17.647735587343032,17.915373752123312,23200411
2006-06-07,17.882596969604492,18.035532837143055,17.78974254620833,17.800666445143314,10925987
2006-06-08,17.915367126464844,17.96998661644485,17.66411490765942,17.833436609046135,28709259
2006-06-09,17.85529136657715,17.99184141740725,17.827980330451847,17.88806307098859,11772669
2006-06-12,17.658662796020508,17.898991250713074,17.653200843979743,17.860756303978295,9561177
2006-06-13,17.31454849243164,17.72419725313031,17.26538966648674,17.614958267583336,24357797
2006-06-14,17.210771560668945,17.40194108323059,17.03052465509345,17.341859636338,18993099
2006-06-15,17.593116760253906,17.63135170410076,17.298168807431423,17.36917546104759,15685648
2006-06-16,17.48158836364746,17.607948112451624,17.426649903270878,17.607948112451624,10174461
2006-06-19,17.360719680786133,17.59146375729314,17.322262764680904,17.481585564197527,7099054
2006-06-20,17.410167694091797,17.531033601154668,17.36621692422823,17.371710770461174,22578140
2006-06-21,17.553009033203125,17.618935183330642,17.41016646138421,17.443130826385946,15107817
2006-06-22,17.48708724975586,17.547519573587707,17.4321474836067,17.492581097376938,3410732
2006-06-23,17.371721267700195,17.48159954869351,17.32777047127841,17.41567335406083,5009308
2006-06-26,17.525531768798828,17.525531768798828,17.360715166976853,17.399172073083236,5158506
2006-06-27,17.355228424072266,17.547514323214692,17.344240732117726,17.49806970941927,4800038
2006-06-28,17.448625564575195,17.454120701044406,17.333253497484584,17.443133007982265,5785946
2006-06-29,17.816713333129883,17.833196159128295,17.498067722750157,17.53652464022478,11568569
2006-06-30,17.767274856567383,17.899128480493328,17.734311773070473,17.871659244245905,7769333
