Price,Close,High,Low,Open,Volume
Ticker,XLE,XLE,XLE,XLE,XLE
Date,,,,,
2006-01-03,14.596101760864258,14.596101760864258,14.022782486609906,14.022782486609906,48380400
2006-01-04,14.637649536132812,14.665346764113831,14.399459714743339,14.51301570811248,39995800
2006-01-05,14.452081680297852,14.679193648448674,14.313598721350223,14.665345563862136,47122000
2006-01-06,14.806594848632812,14.845369900579689,14.61548878266282,14.687499442486885,36291800
2006-01-09,14.789978981018066,14.87029828632285,14.64595659111762,14.803827064240199,30470400
2006-01-10,14.950616836547852,15.02816693842759,14.762279969233429,14.789977188862547,34982600
2006-01-11,15.014322280883789,15.080794566611713,14.706889940406779,14.88691821115817,39429000
2006-01-12,14.906304359436035,15.244203088863808,14.870298497314787,15.136186559041104,44637600
2006-01-13,15.083564758300781,15.114031180584718,14.77613239749553,14.77613239749553,35416000
2006-01-17,15.41592025756836,15.429768339738278,15.269128684793515,15.316212375479429,30796000
2006-01-18,15.288514137268066,15.413148972972639,15.00877805529327,15.374372868999481,43220200
2006-01-19,15.554402351379395,15.59317740197512,15.127874681744638,15.127874681744638,52820200
2006-01-20,15.623645782470703,15.928307838266022,15.510089810051607,15.759359533186704,57437800
2006-01-23,15.795364379882812,15.87014529702112,15.485162878692853,15.537786017475652,43304200
2006-01-24,15.701193809509277,15.842446986051879,15.65133987149905,15.654110121688998,39394200
2006-01-25,15.371604919433594,15.870143246052992,15.219273910819457,15.845216276894979,74196800
2006-01-26,15.421457290649414,15.440844813964311,15.108485611144816,15.332828310769651,54059400
2006-01-27,15.6901216506958,15.762132333554637,15.512862553387004,15.54055978259522,45753000
2006-01-30,16.0501766204834,16.141574832342148,15.842452163073883,15.872918585873874,57694400
2006-01-31,15.969858169555664,16.050178556344928,15.861841607721102,15.994785149712975,35137400
2006-02-01,15.590410232543945,16.083409179627118,15.582100537379596,15.922769512510332,64991200
2006-02-02,15.435307502746582,15.673498315277737,15.233122548434096,15.507319219183918,71964400
2006-02-03,15.294053077697754,15.47685047853897,15.216501928842765,15.440844625732751,41721800
2006-02-06,15.593182563781738,15.690121278901534,15.427003418635284,15.443620699225187,43949800
2006-02-07,14.942314147949219,15.427004590750363,14.878612102251742,15.427004590750363,73028600
2006-02-08,14.945083618164062,15.02540400373552,14.623803132419576,14.98108949041012,88577400
